project_id,class_id,class_name,class_path
45410069-e58f-4214-a22d-54579b8501b7,2371f8b2-21c5-437f-abb1-547c8ef94bb6,CPassWd,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/login/CPassWd.java
45410069-e58f-4214-a22d-54579b8501b7,56b6b3ef-b817-410d-b78a-87f159e9164b,CUserItem,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/login/CUserItem.java
45410069-e58f-4214-a22d-54579b8501b7,b67211a5-aefd-4c96-a9c4-0eb06bf5c049,CValidUser,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/login/CValidUser.java
45410069-e58f-4214-a22d-54579b8501b7,4cb90769-811a-423c-8806-e218eba1dfbb,DoLogin,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/login/DoLogin.java
45410069-e58f-4214-a22d-54579b8501b7,de0370a5-c57a-4304-abf2-f6e8c1970393,DoSetpw,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/login/DoSetpw.java
45410069-e58f-4214-a22d-54579b8501b7,de5e4b3a-eadd-4f9e-96e2-e488e92d6965,._CUserItem,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/login/._CUserItem.java
45410069-e58f-4214-a22d-54579b8501b7,b9909918-3cee-45e2-bf0d-0d3075d2f630,._CValidUser,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/login/._CValidUser.java
45410069-e58f-4214-a22d-54579b8501b7,83c1d6f1-b091-45ec-a20e-3fee3248d746,CAppConsts,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/manapp/CAppConsts.java
45410069-e58f-4214-a22d-54579b8501b7,ab9f64f9-7287-4a10-8d6c-4cb2bda831a2,CAppProps,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/manapp/CAppProps.java
45410069-e58f-4214-a22d-54579b8501b7,4768c3a5-8a2b-4376-a4e5-99306bbb1097,CConsts,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/manapp/CConsts.java
45410069-e58f-4214-a22d-54579b8501b7,8c0ae890-2dda-444c-928f-78b780bee2d2,CDbConfig,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/manapp/CDbConfig.java
45410069-e58f-4214-a22d-54579b8501b7,c7911e18-c03a-4902-924d-eaa71168d6a1,CDbConnect,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/manapp/CDbConnect.java
45410069-e58f-4214-a22d-54579b8501b7,9b2fa3e8-7888-4446-aab3-aec3f1c059d0,CLogError,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/manapp/CLogError.java
45410069-e58f-4214-a22d-54579b8501b7,1585a685-4fc1-45e7-9a72-6a8db8bdb820,CCodeDesc,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CCodeDesc.java
45410069-e58f-4214-a22d-54579b8501b7,d52474ef-9974-41c2-9856-3a5790bdb714,CDoseItem,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CDoseItem.java
45410069-e58f-4214-a22d-54579b8501b7,24409e7d-21c2-4ca4-aacd-ec4be94ba48a,CDoseList,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CDoseList.java
45410069-e58f-4214-a22d-54579b8501b7,2cc73b27-f8ff-4016-b73d-0fdd3426c9cd,CDosevItem,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CDosevItem.java
45410069-e58f-4214-a22d-54579b8501b7,41365c74-5bb7-4d66-a703-6567d2adae3f,CDosevList,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CDosevList.java
45410069-e58f-4214-a22d-54579b8501b7,4af15671-cbb5-4842-9b2d-bc59482a2b8b,CEvalItem,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CEvalItem.java
45410069-e58f-4214-a22d-54579b8501b7,1a78479a-fce7-4ac0-83b9-dca24957c10e,CEvalList,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CEvalList.java
45410069-e58f-4214-a22d-54579b8501b7,ce91f804-df92-434a-8ccc-25150f856676,CForecasters,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CForecasters.java
45410069-e58f-4214-a22d-54579b8501b7,766b92e3-00ae-4c03-923a-16db32bbaf1d,CMapCode,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CMapCode.java
45410069-e58f-4214-a22d-54579b8501b7,901ee1ef-92fc-4e1e-902c-0cbe85c623df,CNonadItem,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CNonadItem.java
45410069-e58f-4214-a22d-54579b8501b7,77d7b9c9-fb47-40ab-ae6e-b393993a1a1e,CNonadList,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CNonadList.java
45410069-e58f-4214-a22d-54579b8501b7,e20ed254-99c1-47b5-93b1-e2e0eb35c49a,CParseXml,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CParseXml.java
45410069-e58f-4214-a22d-54579b8501b7,9377e181-fec8-4a9e-97bc-bedd5b6192e0,CParser,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CParser.java
45410069-e58f-4214-a22d-54579b8501b7,a5c232c5-39bc-4a05-b9b6-e553f13c888b,CRunTest,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CRunTest.java
45410069-e58f-4214-a22d-54579b8501b7,9b613e43-3418-43d5-a8b0-db239f586e18,CShotItem,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CShotItem.java
45410069-e58f-4214-a22d-54579b8501b7,f7ebb88f-0dc5-4dc6-b184-2ee281955a06,CShotList,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CShotList.java
45410069-e58f-4214-a22d-54579b8501b7,3f595306-46e1-43c8-93d2-406a2963343d,CStringList,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CStringList.java
45410069-e58f-4214-a22d-54579b8501b7,29ea3e84-fa25-4929-a8ce-3914fcf31819,CTestItem,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CTestItem.java
45410069-e58f-4214-a22d-54579b8501b7,0b4671d2-40b5-459f-8e2c-4c9f7e812d48,CTestList,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CTestList.java
45410069-e58f-4214-a22d-54579b8501b7,9dacfe82-86c7-4510-b916-9fc4e379f4a1,CTextItem,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CTextItem.java
45410069-e58f-4214-a22d-54579b8501b7,01947de6-ce85-414b-b6d4-2213075ccec6,CTextList,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/CTextList.java
45410069-e58f-4214-a22d-54579b8501b7,d4a8c476-5a93-4f7b-b7bb-1582a2c79e84,DoDisplay,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/DoDisplay.java
45410069-e58f-4214-a22d-54579b8501b7,4b2604fc-e270-4fdc-9996-3ff279f9cbc7,DoEdit,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/DoEdit.java
45410069-e58f-4214-a22d-54579b8501b7,402881bb-4aa5-421b-87ba-1c02972e7efe,DoImport,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/DoImport.java
45410069-e58f-4214-a22d-54579b8501b7,28f6201b-f1eb-437e-9a94-61710182069a,DoStatus,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/DoStatus.java
45410069-e58f-4214-a22d-54579b8501b7,3a8f9447-876c-4bad-8b09-1f5120d616e7,DoTestCase,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/testcase/DoTestCase.java
45410069-e58f-4214-a22d-54579b8501b7,0131a2d3-c8b5-4aa3-a862-ec0d616c9da1,BufferedServletInputStream,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/upload/BufferedServletInputStream.java
45410069-e58f-4214-a22d-54579b8501b7,f28b53e5-a99b-4435-a413-ae6d744424e2,FilePart,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/upload/FilePart.java
45410069-e58f-4214-a22d-54579b8501b7,89c6917b-6327-47c7-bdaf-953c2ad3e2e6,LimitedServletInputStream,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/upload/LimitedServletInputStream.java
45410069-e58f-4214-a22d-54579b8501b7,527abe4b-7280-493e-8232-70440a879edd,MultipartParser,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/upload/MultipartParser.java
45410069-e58f-4214-a22d-54579b8501b7,d7b38c1c-f65d-4740-a003-42a9545ffce8,MultipartRequest,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/upload/MultipartRequest.java
45410069-e58f-4214-a22d-54579b8501b7,71b0d7ee-612d-4cb7-abc6-d88c1c52ef3b,ParamPart,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/upload/ParamPart.java
45410069-e58f-4214-a22d-54579b8501b7,5a135b10-0695-4a42-8c1d-943d7e4754a6,Part,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/upload/Part.java
45410069-e58f-4214-a22d-54579b8501b7,0bfb322b-2feb-4d26-b102-0723bfd482c9,PartInputStream,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/testcase-master/src/java/upload/PartInputStream.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,358963d5-609f-4645-893a-97f3fe85fad1,GameObject,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/GameObject.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,5adc77f0-8b7b-4b27-9e35-a4dd6c161b40,GameCharacterBasePoint,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/GameCharacterBasePoint.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,793dbc4b-6b45-423c-b39b-f16fc34c0daa,GameCharacterMoveMode,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/GameCharacterMoveMode.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,2739a366-8afc-4742-b0fa-390796e71e3c,GameCharacterObject,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/GameCharacterObject.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,50044658-8abb-4c65-b3fd-497b021ef097,GameCharacterObjectImpl,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/GameCharacterObjectImpl.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,6c08de0c-4841-44f8-b2fe-90fc5694f137,ScreenShotCharacter,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/ScreenShotCharacter.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,e14560ee-f39f-4709-8605-029d59086e6d,SimpleCharacter,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/SimpleCharacter.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,2f6fdc27-8ae6-4426-a5fc-727c328b7f53,TextCharacter,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/TextCharacter.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,53af5b68-452e-47cc-b426-b02786e607ad,RotateShootingCharacter,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/shooting/RotateShootingCharacter.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,1996b55f-3696-42d6-97b7-a1bc4fe67bf9,ShootingBulletCharacter,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/shooting/ShootingBulletCharacter.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,a30617c4-9242-4855-bc9d-6e4c844a065c,ShootingCharacter,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/shooting/ShootingCharacter.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,38360738-048b-4097-adf4-0e8fb47b620d,ShootingEffectCharacter,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/shooting/ShootingEffectCharacter.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,5a224857-1c68-4de2-9f19-9aa27f9d176a,ShootingObject,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/shooting/ShootingObject.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,80d137f6-a71a-49b1-b366-691933ac141f,ShootingObjectImpl,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/shooting/ShootingObjectImpl.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,f3298f8b-5dbc-4549-80de-c2a65330e619,ShootingWeaponCharacter,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/character/shooting/ShootingWeaponCharacter.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,ba77f32f-571a-4c34-9963-940487e8fdc4,GameScene,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/scene/GameScene.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,c4ebc028-d434-4983-89c7-ce353b7ce29e,GameSceneImpl,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/scene/GameSceneImpl.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,f1d8b278-9a78-470d-8791-afd1a46415fb,ShootingScene,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/classes/scene/ShootingScene.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,b46e6a14-0c31-4b17-8365-62a857a329f3,CommonMethod,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/common/CommonMethod.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,d542dea1-7bd9-4a6f-a230-7d3f43801858,Commons,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/common/Commons.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,bf76a0a3-3c85-414d-9852-5200e96b6bbb,LR,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/common/LR.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,b278f1d0-3c96-4a23-9a42-52e7b8863a46,Key,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/io/Key.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,0d140749-437f-4d0e-8f71-802bd1bd4488,Mouse,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/io/Mouse.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,0cdd9833-4339-4835-af47-e1db4296ecd1,FPSManager,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/main/FPSManager.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,28e2cb17-1bb4-4f59-babd-772833111e4a,GameLoop,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/main/GameLoop.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,d113343c-cf80-4e96-a2ad-5381796b6a1c,GameSceneManager,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/main/GameSceneManager.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,45e37678-f3fd-473c-83f0-28373c2cf194,Main,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/main/Main.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,ee0cc405-21ed-4707-b0e0-f48f791e9132,EmptyScene,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/blank/EmptyScene.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,62303dbf-1cd4-4e6e-bd0b-cfebb4cf8387,EDFCharacterController,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/edf/EDFCharacterController.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,a7964f22-58b4-449e-af66-f9cde7301ddd,EDFEarth,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/edf/EDFEarth.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,8453274c-64af-4610-9924-ba0d200a10e3,EDFScene,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/edf/EDFScene.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,4229384c-3697-4e26-a2ca-92d6c0fd0be6,EDFShip,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/edf/EDFShip.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,d6a53706-4d69-4110-b648-954ea17c98f1,EDFStage,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/edf/EDFStage.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,a8a24ad3-5b16-4a85-8a80-839c5336b8c4,EDFStageController,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/edf/EDFStageController.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,fc102c2b-bb5e-44fc-9dcc-f636f958e19c,SpawnData,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/edf/SpawnData.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,67d59f77-df0b-45c4-87c5-5884dcf30337,EDFEnemy,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/edf/enemies/EDFEnemy.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,0e868707-e1c9-4589-be06-32bab84d02f8,EDFMoneyCaption,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/edf/gui/EDFMoneyCaption.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,c668372f-2f8f-4506-811a-487793937b84,EDFWeaponCaption,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/edf/gui/EDFWeaponCaption.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,6a97545e-7fcf-47a9-9c8c-f5223eb50db3,BasicBullet,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/edf/weapons/BasicBullet.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,5ca185d6-837f-4257-878a-12606124c6a3,BasicEffect,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/edf/weapons/BasicEffect.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,d655432c-c9c6-4a46-9b50-dab9144ae2ed,BasicWeapon,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/edf/weapons/BasicWeapon.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,194c9896-5eb3-4245-ba58-e21ab049894c,FlowerCharacter,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/flowerstorm/FlowerCharacter.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,00021125-d672-44a2-aa73-92595e5dc5fc,FlowerStormScene,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/flowerstorm/FlowerStormScene.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,38c1547a-2e9c-4239-ad49-01cc5b6680d1,GameOverScene,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/gameover/GameOverScene.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,ce6a93a5-2466-4dbe-a8bf-0baa7b4bf049,RainyScene,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/rain/RainyScene.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,f00724bf-939f-459d-ba85-a19224abfaa2,MyShip,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/shootingtest/MyShip.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,47cada33-089b-43ac-924b-f0d9c46df2bb,ShootingTestScene,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/shootingtest/ShootingTestScene.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,ff116b81-1fd6-47ab-80e7-8f4a7346b04d,TestBullet,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/shootingtest/TestBullet.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,4fca4656-a347-4264-9ae4-7a5c1d0e482d,TestEnemyShip,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/shootingtest/TestEnemyShip.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,8f189e5b-53cd-46d3-8092-c74ff415a7aa,ShootingStarCharacter,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/solarsystem/ShootingStarCharacter.java
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,620d60df-fb39-4075-a6fb-3f7facacd10f,SolarSystemScene,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/2014GameProject-master/HelloGC/src/scenes/solarsystem/SolarSystemScene.java
